ITEM_NAME_000;Potion
ITEM_NAME_GARDENGEM_187_LC04;NOT USED
ITEM_NAME_GARDENGEM_187_LC05;NOT USED
ITEM_NAME_GARDENGEM_187_LC06;NOT USED
ITEM_NAME_GARDENGEM_187_LC07;NOT USED
ITEM_NAME_GARDENGEM_187_LC08;NOT USED
ITEM_NAME_GARDENGEM_187_LC09;NOT USED
ITEM_NAME_GARDENGEM_188;NOT USED
ITEM_NAME_GARDENGEM_188_LC01;NOT USED
ITEM_NAME_GARDENGEM_188_LC02;NOT USED
ITEM_NAME_GARDENGEM_188_LC03;NOT USED
ITEM_NAME_GARDENGEM_188_LC04;NOT USED
ITEM_NAME_GARDENGEM_188_LC05;NOT USED
ITEM_NAME_GARDENGEM_188_LC06;NOT USED
ITEM_NAME_GARDENGEM_188_LC07;NOT USED
ITEM_NAME_GARDENGEM_188_LC08;NOT USED
ITEM_NAME_GARDENGEM_188_LC09;NOT USED
ITEM_NAME_GARDENGEM_189;NOT USED
ITEM_NAME_GARDENGEM_189_LC01;NOT USED
ITEM_NAME_GARDENGEM_189_LC02;NOT USED
ITEM_NAME_GARDENGEM_189_LC03;NOT USED
ITEM_NAME_GARDENGEM_189_LC04;NOT USED
ITEM_NAME_GARDENGEM_189_LC05;NOT USED
ITEM_NAME_GARDENGEM_189_LC06;NOT USED
ITEM_NAME_GARDENGEM_189_LC07;NOT USED
ITEM_NAME_GARDENGEM_189_LC08;NOT USED
ITEM_NAME_GARDENGEM_189_LC09;NOT USED
ITEM_NAME_GARDENGEM_190;NOT USED
ITEM_NAME_GARDENGEM_190_LC01;NOT USED
ITEM_NAME_GARDENGEM_190_LC02;NOT USED
ITEM_NAME_GARDENGEM_190_LC03;NOT USED
ITEM_NAME_GARDENGEM_190_LC04;NOT USED
ITEM_NAME_GARDENGEM_190_LC05;NOT USED
ITEM_NAME_GARDENGEM_190_LC06;NOT USED
ITEM_NAME_GARDENGEM_190_LC07;NOT USED
ITEM_NAME_GARDENGEM_190_LC08;NOT USED
ITEM_NAME_GARDENGEM_190_LC09;NOT USED
ITEM_NAME_GARDENGEM_191;NOT USED
ITEM_NAME_GARDENGEM_191_LC01;NOT USED
ITEM_NAME_GARDENGEM_191_LC02;NOT USED
ITEM_NAME_GARDENGEM_191_LC03;NOT USED
ITEM_NAME_GARDENGEM_191_LC04;NOT USED
ITEM_NAME_GARDENGEM_191_LC05;NOT USED
ITEM_NAME_GARDENGEM_191_LC06;NOT USED
ITEM_NAME_GARDENGEM_191_LC07;NOT USED
ITEM_NAME_GARDENGEM_191_LC08;NOT USED
ITEM_NAME_GARDENGEM_191_LC09;NOT USED
ITEM_NAME_GARDENGEM_192;NOT USED
ITEM_NAME_GARDENGEM_192_LC01;NOT USED
ITEM_NAME_GARDENGEM_192_LC02;NOT USED
ITEM_NAME_GARDENGEM_192_LC03;NOT USED
ITEM_NAME_GARDENGEM_192_LC04;NOT USED
ITEM_NAME_GARDENGEM_192_LC05;NOT USED
ITEM_NAME_GARDENGEM_192_LC06;NOT USED
ITEM_NAME_GARDENGEM_192_LC07;NOT USED
ITEM_NAME_GARDENGEM_192_LC08;NOT USED
ITEM_NAME_GARDENGEM_192_LC09;NOT USED
ITEM_NAME_GARDENGEM_193;NOT USED
ITEM_NAME_GARDENGEM_193_LC01;NOT USED
ITEM_NAME_GARDENGEM_193_LC02;NOT USED
ITEM_NAME_GARDENGEM_193_LC03;NOT USED
ITEM_NAME_GARDENGEM_193_LC04;NOT USED
ITEM_NAME_GARDENGEM_193_LC05;NOT USED
ITEM_NAME_GARDENGEM_193_LC06;NOT USED
ITEM_NAME_GARDENGEM_193_LC07;NOT USED
ITEM_NAME_GARDENGEM_193_LC08;NOT USED
ITEM_NAME_GARDENGEM_193_LC09;NOT USED
ITEM_NAME_GARDENGEM_194;NOT USED
ITEM_NAME_GARDENGEM_194_LC01;NOT USED
ITEM_NAME_GARDENGEM_194_LC02;NOT USED
ITEM_NAME_GARDENGEM_194_LC03;NOT USED
ITEM_NAME_GARDENGEM_194_LC04;NOT USED
ITEM_NAME_GARDENGEM_194_LC05;NOT USED
ITEM_NAME_GARDENGEM_194_LC06;NOT USED
ITEM_NAME_GARDENGEM_194_LC07;NOT USED
ITEM_NAME_GARDENGEM_194_LC08;NOT USED
ITEM_NAME_GARDENGEM_194_LC09;NOT USED
ITEM_NAME_GARDENGEM_195;NOT USED
ITEM_NAME_GARDENGEM_195_LC01;NOT USED
ITEM_NAME_GARDENGEM_195_LC02;NOT USED
ITEM_NAME_GARDENGEM_195_LC03;NOT USED
ITEM_NAME_GARDENGEM_195_LC04;NOT USED
ITEM_NAME_GARDENGEM_195_LC05;NOT USED
ITEM_NAME_GARDENGEM_195_LC06;NOT USED
ITEM_NAME_GARDENGEM_195_LC07;NOT USED
ITEM_NAME_GARDENGEM_195_LC08;NOT USED
ITEM_NAME_GARDENGEM_195_LC09;NOT USED
ITEM_NAME_GARDENGEM_196;NOT USED
ITEM_NAME_GARDENGEM_196_LC01;NOT USED
ITEM_NAME_GARDENGEM_196_LC02;NOT USED
ITEM_NAME_GARDENGEM_196_LC03;NOT USED
ITEM_NAME_GARDENGEM_196_LC04;NOT USED
ITEM_NAME_GARDENGEM_196_LC05;NOT USED
ITEM_NAME_GARDENGEM_196_LC06;NOT USED
ITEM_NAME_GARDENGEM_196_LC07;NOT USED
ITEM_NAME_GARDENGEM_196_LC08;NOT USED
ITEM_NAME_GARDENGEM_196_LC09;NOT USED
ITEM_NAME_GARDENGEM_197;NOT USED
ITEM_NAME_GARDENGEM_197_LC01;NOT USED
ITEM_NAME_GARDENGEM_197_LC02;NOT USED
ITEM_NAME_GARDENGEM_197_LC03;NOT USED
ITEM_NAME_GARDENGEM_197_LC04;NOT USED
ITEM_NAME_GARDENGEM_197_LC05;NOT USED
ITEM_NAME_GARDENGEM_197_LC06;NOT USED
ITEM_NAME_GARDENGEM_197_LC07;NOT USED
ITEM_NAME_GARDENGEM_197_LC08;NOT USED
ITEM_NAME_GARDENGEM_197_LC09;NOT USED
ITEM_NAME_GARDENGEM_198;NOT USED
ITEM_NAME_GARDENGEM_198_LC01;NOT USED
ITEM_NAME_GARDENGEM_198_LC02;NOT USED
ITEM_NAME_GARDENGEM_198_LC03;NOT USED
ITEM_NAME_GARDENGEM_198_LC04;NOT USED
ITEM_NAME_GARDENGEM_198_LC05;NOT USED
ITEM_NAME_GARDENGEM_198_LC06;NOT USED
ITEM_NAME_GARDENGEM_198_LC07;NOT USED
ITEM_NAME_GARDENGEM_198_LC08;NOT USED
ITEM_NAME_GARDENGEM_198_LC09;NOT USED
ITEM_NAME_GARDENGEM_199;NOT USED
ITEM_NAME_GARDENGEM_199_LC01;NOT USED
ITEM_NAME_GARDENGEM_199_LC02;NOT USED
ITEM_NAME_GARDENGEM_199_LC03;NOT USED
ITEM_NAME_GARDENGEM_199_LC04;NOT USED
ITEM_NAME_GARDENGEM_199_LC05;NOT USED
ITEM_NAME_GARDENGEM_199_LC06;NOT USED
ITEM_NAME_GARDENGEM_199_LC07;NOT USED
ITEM_NAME_GARDENGEM_199_LC08;NOT USED
ITEM_NAME_GARDENGEM_199_LC09;NOT USED
ITEM_NAME_GARDENGEM_200;NOT USED
ITEM_NAME_GARDENGEM_200_LC01;NOT USED
ITEM_NAME_GARDENGEM_200_LC02;NOT USED
ITEM_NAME_GARDENGEM_200_LC03;NOT USED
ITEM_NAME_GARDENGEM_200_LC04;NOT USED
ITEM_NAME_GARDENGEM_200_LC05;NOT USED
ITEM_NAME_GARDENGEM_200_LC06;NOT USED
ITEM_NAME_GARDENGEM_200_LC07;NOT USED
ITEM_NAME_GARDENGEM_200_LC08;NOT USED
ITEM_NAME_GARDENGEM_200_LC09;NOT USED
ITEM_NAME_GARDENGEM_201;NOT USED
ITEM_NAME_GARDENGEM_201_LC01;NOT USED
ITEM_NAME_GARDENGEM_201_LC02;NOT USED
ITEM_NAME_GARDENGEM_201_LC03;NOT USED
ITEM_NAME_GARDENGEM_201_LC04;NOT USED
ITEM_NAME_GARDENGEM_201_LC05;NOT USED
ITEM_NAME_GARDENGEM_201_LC06;NOT USED
ITEM_NAME_GARDENGEM_201_LC07;NOT USED
ITEM_NAME_GARDENGEM_201_LC08;NOT USED
ITEM_NAME_GARDENGEM_201_LC09;NOT USED
ITEM_NAME_GARDENGEM_202;NOT USED
ITEM_NAME_GARDENGEM_202_LC01;NOT USED
ITEM_NAME_GARDENGEM_202_LC02;NOT USED
ITEM_NAME_GARDENGEM_202_LC03;NOT USED
ITEM_NAME_GARDENGEM_202_LC04;NOT USED
ITEM_NAME_GARDENGEM_202_LC05;NOT USED
ITEM_NAME_GARDENGEM_202_LC06;NOT USED
ITEM_NAME_GARDENGEM_202_LC07;NOT USED
ITEM_NAME_GARDENGEM_202_LC08;NOT USED
ITEM_NAME_GARDENGEM_202_LC09;NOT USED
ITEM_NAME_GARDENGEM_203;NOT USED
ITEM_NAME_GARDENGEM_203_LC01;NOT USED
ITEM_NAME_GARDENGEM_203_LC02;NOT USED
ITEM_NAME_GARDENGEM_203_LC03;NOT USED
ITEM_NAME_GARDENGEM_203_LC04;NOT USED
ITEM_NAME_GARDENGEM_203_LC05;NOT USED
ITEM_NAME_GARDENGEM_203_LC06;NOT USED
ITEM_NAME_GARDENGEM_203_LC07;NOT USED
ITEM_NAME_GARDENGEM_203_LC08;NOT USED
ITEM_NAME_GARDENGEM_203_LC09;NOT USED
ITEM_NAME_GARDENGEM_204;NOT USED
ITEM_NAME_GARDENGEM_204_LC01;NOT USED
ITEM_NAME_GARDENGEM_204_LC02;NOT USED
ITEM_NAME_GARDENGEM_204_LC03;NOT USED
ITEM_NAME_GARDENGEM_204_LC04;NOT USED
ITEM_NAME_GARDENGEM_204_LC05;NOT USED
ITEM_NAME_GARDENGEM_204_LC06;NOT USED
ITEM_NAME_GARDENGEM_204_LC07;NOT USED
ITEM_NAME_GARDENGEM_204_LC08;NOT USED
ITEM_NAME_GARDENGEM_204_LC09;NOT USED
ITEM_NAME_GARDENGEM_205;NOT USED
ITEM_NAME_GARDENGEM_205_LC01;NOT USED
ITEM_NAME_GARDENGEM_205_LC02;NOT USED
ITEM_NAME_GARDENGEM_205_LC03;NOT USED
ITEM_NAME_GARDENGEM_205_LC04;NOT USED
ITEM_NAME_GARDENGEM_205_LC05;NOT USED
ITEM_NAME_GARDENGEM_205_LC06;NOT USED
ITEM_NAME_GARDENGEM_205_LC07;NOT USED
ITEM_NAME_GARDENGEM_205_LC08;NOT USED
ITEM_NAME_GARDENGEM_205_LC09;NOT USED
ITEM_NAME_GARDENGEM_206;NOT USED
ITEM_NAME_GARDENGEM_206_LC01;NOT USED
ITEM_NAME_GARDENGEM_206_LC02;NOT USED
ITEM_NAME_GARDENGEM_206_LC03;NOT USED
ITEM_NAME_GARDENGEM_206_LC04;NOT USED
ITEM_NAME_GARDENGEM_206_LC05;NOT USED
ITEM_NAME_GARDENGEM_206_LC06;NOT USED
ITEM_NAME_GARDENGEM_206_LC07;NOT USED
ITEM_NAME_GARDENGEM_206_LC08;NOT USED
ITEM_NAME_GARDENGEM_206_LC09;NOT USED
ITEM_NAME_GARDENGEM_207;NOT USED
ITEM_NAME_GARDENGEM_207_LC01;NOT USED
ITEM_NAME_GARDENGEM_207_LC02;NOT USED
ITEM_NAME_GARDENGEM_207_LC03;NOT USED
ITEM_NAME_GARDENGEM_207_LC04;NOT USED
ITEM_NAME_GARDENGEM_207_LC05;NOT USED
ITEM_NAME_GARDENGEM_207_LC06;NOT USED
ITEM_NAME_GARDENGEM_207_LC07;NOT USED
ITEM_NAME_GARDENGEM_207_LC08;NOT USED
ITEM_NAME_GARDENGEM_207_LC09;NOT USED
ITEM_NAME_GARDENGEM_208;NOT USED
ITEM_NAME_GARDENGEM_208_LC01;NOT USED
ITEM_NAME_GARDENGEM_208_LC02;NOT USED
ITEM_NAME_GARDENGEM_208_LC03;NOT USED
ITEM_NAME_GARDENGEM_208_LC04;NOT USED
ITEM_NAME_GARDENGEM_208_LC05;NOT USED
ITEM_NAME_GARDENGEM_208_LC06;NOT USED
ITEM_NAME_GARDENGEM_208_LC07;NOT USED
ITEM_NAME_GARDENGEM_208_LC08;NOT USED
ITEM_NAME_GARDENGEM_208_LC09;NOT USED
ITEM_NAME_GARDENGEM_209;NOT USED
ITEM_NAME_GARDENGEM_209_LC01;NOT USED
ITEM_NAME_GARDENGEM_209_LC02;NOT USED
ITEM_NAME_GARDENGEM_209_LC03;NOT USED
ITEM_NAME_GARDENGEM_209_LC04;NOT USED
ITEM_NAME_GARDENGEM_209_LC05;NOT USED
ITEM_NAME_GARDENGEM_209_LC06;NOT USED
ITEM_NAME_GARDENGEM_209_LC07;NOT USED
ITEM_NAME_GARDENGEM_209_LC08;NOT USED
ITEM_NAME_GARDENGEM_209_LC09;NOT USED
ITEM_NAME_GARDENGEM_210;NOT USED
ITEM_NAME_GARDENGEM_210_LC01;NOT USED
ITEM_NAME_GARDENGEM_210_LC02;NOT USED
ITEM_NAME_GARDENGEM_210_LC03;NOT USED
ITEM_NAME_GARDENGEM_210_LC04;NOT USED
ITEM_NAME_GARDENGEM_210_LC05;NOT USED
ITEM_NAME_GARDENGEM_210_LC06;NOT USED
ITEM_NAME_GARDENGEM_210_LC07;NOT USED
ITEM_NAME_GARDENGEM_210_LC08;NOT USED
ITEM_NAME_GARDENGEM_210_LC09;NOT USED
ITEM_NAME_GARDENGEM_211;Master Moogle Prism
ITEM_NAME_GARDENGEM_211_LC01;master moogle prism
ITEM_NAME_GARDENGEM_211_LC02;NOT USED
ITEM_NAME_GARDENGEM_211_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_211_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_211_LC05;master moogle prisms
ITEM_NAME_GARDENGEM_211_LC06;NOT USED
ITEM_NAME_GARDENGEM_211_LC07;NOT USED
ITEM_NAME_GARDENGEM_211_LC08;NOT USED
ITEM_NAME_GARDENGEM_211_LC09;NOT USED
ITEM_NAME_GARDENGEM_212;Master Cactuar Prism
ITEM_NAME_GARDENGEM_212_LC01;master cactuar prism
ITEM_NAME_GARDENGEM_212_LC02;NOT USED
ITEM_NAME_GARDENGEM_212_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_212_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_212_LC05;master cactuar prisms
ITEM_NAME_GARDENGEM_212_LC06;NOT USED
ITEM_NAME_GARDENGEM_212_LC07;NOT USED
ITEM_NAME_GARDENGEM_212_LC08;NOT USED
ITEM_NAME_GARDENGEM_212_LC09;NOT USED
ITEM_NAME_GARDENGEM_213;Master Tonberry Prism
ITEM_NAME_GARDENGEM_213_LC01;master tonberry prism
ITEM_NAME_GARDENGEM_213_LC02;NOT USED
ITEM_NAME_GARDENGEM_213_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_213_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_213_LC05;master tonberry prisms
ITEM_NAME_GARDENGEM_213_LC06;NOT USED
ITEM_NAME_GARDENGEM_213_LC07;NOT USED
ITEM_NAME_GARDENGEM_213_LC08;NOT USED
ITEM_NAME_GARDENGEM_213_LC09;NOT USED
ITEM_NAME_GARDENGEM_214;Master Chocochick★ Prism
ITEM_NAME_GARDENGEM_214_LC01;Master Chocochick★ prism
ITEM_NAME_GARDENGEM_214_LC02;NOT USED
ITEM_NAME_GARDENGEM_214_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_214_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_214_LC05;Master Chocochick★ prisms
ITEM_NAME_GARDENGEM_214_LC06;NOT USED
ITEM_NAME_GARDENGEM_214_LC07;NOT USED
ITEM_NAME_GARDENGEM_214_LC08;NOT USED
ITEM_NAME_GARDENGEM_214_LC09;NOT USED
ITEM_NAME_GARDENGEM_215;Mecha Chocobo★ Prism
ITEM_NAME_GARDENGEM_215_LC01;Mecha Chocobo★ prism
ITEM_NAME_GARDENGEM_215_LC02;NOT USED
ITEM_NAME_GARDENGEM_215_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_215_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_215_LC05;Mecha Chocobo★ prisms
ITEM_NAME_GARDENGEM_215_LC06;NOT USED
ITEM_NAME_GARDENGEM_215_LC07;NOT USED
ITEM_NAME_GARDENGEM_215_LC08;NOT USED
ITEM_NAME_GARDENGEM_215_LC09;NOT USED
ITEM_NAME_GARDENGEM_216;Boko Prism
ITEM_NAME_GARDENGEM_216_LC01;Boko prism
ITEM_NAME_GARDENGEM_216_LC02;NOT USED
ITEM_NAME_GARDENGEM_216_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_216_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_216_LC05;Boko prisms
ITEM_NAME_GARDENGEM_216_LC06;NOT USED
ITEM_NAME_GARDENGEM_216_LC07;NOT USED
ITEM_NAME_GARDENGEM_216_LC08;NOT USED
ITEM_NAME_GARDENGEM_216_LC09;NOT USED
ITEM_NAME_GARDENGEM_217;Ifrit★ Prism
ITEM_NAME_GARDENGEM_217_LC01;Ifrit★ prism
ITEM_NAME_GARDENGEM_217_LC02;NOT USED
ITEM_NAME_GARDENGEM_217_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_217_LC04;an<SPACE>
ITEM_NAME_GARDENGEM_217_LC05;Ifrit★ prisms
ITEM_NAME_GARDENGEM_217_LC06;NOT USED
ITEM_NAME_GARDENGEM_217_LC07;NOT USED
ITEM_NAME_GARDENGEM_217_LC08;NOT USED
ITEM_NAME_GARDENGEM_217_LC09;NOT USED
ITEM_NAME_GARDENGEM_218;Ifreeta★ Prism
ITEM_NAME_GARDENGEM_218_LC01;Ifreeta★ prism
ITEM_NAME_GARDENGEM_218_LC02;NOT USED
ITEM_NAME_GARDENGEM_218_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_218_LC04;an<SPACE>
ITEM_NAME_GARDENGEM_218_LC05;Ifreeta★ prisms
ITEM_NAME_GARDENGEM_218_LC06;NOT USED
ITEM_NAME_GARDENGEM_218_LC07;NOT USED
ITEM_NAME_GARDENGEM_218_LC08;NOT USED
ITEM_NAME_GARDENGEM_218_LC09;NOT USED
ITEM_NAME_GARDENGEM_219;Shiva★ Prism
ITEM_NAME_GARDENGEM_219_LC01;Shiva★ prism
ITEM_NAME_GARDENGEM_219_LC02;NOT USED
ITEM_NAME_GARDENGEM_219_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_219_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_219_LC05;Shiva★ prisms
ITEM_NAME_GARDENGEM_219_LC06;NOT USED
ITEM_NAME_GARDENGEM_219_LC07;NOT USED
ITEM_NAME_GARDENGEM_219_LC08;NOT USED
ITEM_NAME_GARDENGEM_219_LC09;NOT USED
ITEM_NAME_GARDENGEM_220;Shivalry★ Prism
ITEM_NAME_GARDENGEM_220_LC01;Shivalry★ prism
ITEM_NAME_GARDENGEM_220_LC02;NOT USED
ITEM_NAME_GARDENGEM_220_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_220_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_220_LC05;Shivalry★ prisms
ITEM_NAME_GARDENGEM_220_LC06;NOT USED
ITEM_NAME_GARDENGEM_220_LC07;NOT USED
ITEM_NAME_GARDENGEM_220_LC08;NOT USED
ITEM_NAME_GARDENGEM_220_LC09;NOT USED
ITEM_NAME_GARDENGEM_221;Ramuh★ Prism
ITEM_NAME_GARDENGEM_221_LC01;Ramuh★ prism
ITEM_NAME_GARDENGEM_221_LC02;NOT USED
ITEM_NAME_GARDENGEM_221_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_221_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_221_LC05;Ramuh★ prisms
ITEM_NAME_GARDENGEM_221_LC06;NOT USED
ITEM_NAME_GARDENGEM_221_LC07;NOT USED
ITEM_NAME_GARDENGEM_221_LC08;NOT USED
ITEM_NAME_GARDENGEM_221_LC09;NOT USED
ITEM_NAME_GARDENGEM_222;Ramewl★ Prism
ITEM_NAME_GARDENGEM_222_LC01;Ramewl★ prism
ITEM_NAME_GARDENGEM_222_LC02;NOT USED
ITEM_NAME_GARDENGEM_222_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_222_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_222_LC05;Ramewl★ prisms
ITEM_NAME_GARDENGEM_222_LC06;NOT USED
ITEM_NAME_GARDENGEM_222_LC07;NOT USED
ITEM_NAME_GARDENGEM_222_LC08;NOT USED
ITEM_NAME_GARDENGEM_222_LC09;NOT USED
ITEM_NAME_GARDENGEM_223;Leviathan★ Prism
ITEM_NAME_GARDENGEM_223_LC01;Leviathan★ prism
ITEM_NAME_GARDENGEM_223_LC02;NOT USED
ITEM_NAME_GARDENGEM_223_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_223_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_223_LC05;Leviathan★ prisms
ITEM_NAME_GARDENGEM_223_LC06;NOT USED
ITEM_NAME_GARDENGEM_223_LC07;NOT USED
ITEM_NAME_GARDENGEM_223_LC08;NOT USED
ITEM_NAME_GARDENGEM_223_LC09;NOT USED
ITEM_NAME_GARDENGEM_224;Bahamut★ Prism
ITEM_NAME_GARDENGEM_224_LC01;Bahamut★ prism
ITEM_NAME_GARDENGEM_224_LC02;NOT USED
ITEM_NAME_GARDENGEM_224_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_224_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_224_LC05;Bahamut★ prisms
ITEM_NAME_GARDENGEM_224_LC06;NOT USED
ITEM_NAME_GARDENGEM_224_LC07;NOT USED
ITEM_NAME_GARDENGEM_224_LC08;NOT USED
ITEM_NAME_GARDENGEM_224_LC09;NOT USED
ITEM_NAME_GARDENGEM_225;Odin★ Prism
ITEM_NAME_GARDENGEM_225_LC01;Odin★ prism
ITEM_NAME_GARDENGEM_225_LC02;NOT USED
ITEM_NAME_GARDENGEM_225_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_225_LC04;an<SPACE>
ITEM_NAME_GARDENGEM_225_LC05;Odin★ prisms
ITEM_NAME_GARDENGEM_225_LC06;NOT USED
ITEM_NAME_GARDENGEM_225_LC07;NOT USED
ITEM_NAME_GARDENGEM_225_LC08;NOT USED
ITEM_NAME_GARDENGEM_225_LC09;NOT USED
ITEM_NAME_GARDENGEM_226;Diabolos★ Prism
ITEM_NAME_GARDENGEM_226_LC01;Diabolos★ prism
ITEM_NAME_GARDENGEM_226_LC02;NOT USED
ITEM_NAME_GARDENGEM_226_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_226_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_226_LC05;Diabolos★ prisms
ITEM_NAME_GARDENGEM_226_LC06;NOT USED
ITEM_NAME_GARDENGEM_226_LC07;NOT USED
ITEM_NAME_GARDENGEM_226_LC08;NOT USED
ITEM_NAME_GARDENGEM_226_LC09;NOT USED
ITEM_NAME_GARDENGEM_227;Quacho Queen★ Prism
ITEM_NAME_GARDENGEM_227_LC01;Quacho Queen★ prism
ITEM_NAME_GARDENGEM_227_LC02;NOT USED
ITEM_NAME_GARDENGEM_227_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_227_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_227_LC05;Quacho Queen★ prisms
ITEM_NAME_GARDENGEM_227_LC06;NOT USED
ITEM_NAME_GARDENGEM_227_LC07;NOT USED
ITEM_NAME_GARDENGEM_227_LC08;NOT USED
ITEM_NAME_GARDENGEM_227_LC09;NOT USED
ITEM_NAME_GARDENGEM_228;Miney Prism
ITEM_NAME_GARDENGEM_228_LC01;Miney prism
ITEM_NAME_GARDENGEM_228_LC02;NOT USED
ITEM_NAME_GARDENGEM_228_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_228_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_228_LC05;Miney prisms
ITEM_NAME_GARDENGEM_228_LC06;NOT USED
ITEM_NAME_GARDENGEM_228_LC07;NOT USED
ITEM_NAME_GARDENGEM_228_LC08;NOT USED
ITEM_NAME_GARDENGEM_228_LC09;NOT USED
ITEM_NAME_GARDENGEM_229;Mo Prism
ITEM_NAME_GARDENGEM_229_LC01;Mo prism
ITEM_NAME_GARDENGEM_229_LC02;NOT USED
ITEM_NAME_GARDENGEM_229_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_229_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_229_LC05;Mo prisms
ITEM_NAME_GARDENGEM_229_LC06;NOT USED
ITEM_NAME_GARDENGEM_229_LC07;NOT USED
ITEM_NAME_GARDENGEM_229_LC08;NOT USED
ITEM_NAME_GARDENGEM_229_LC09;NOT USED
ITEM_NAME_GARDENGEM_230;Princess Goblin★ Prism
ITEM_NAME_GARDENGEM_230_LC01;Princess Goblin★ prism
ITEM_NAME_GARDENGEM_230_LC02;NOT USED
ITEM_NAME_GARDENGEM_230_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_230_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_230_LC05;Princess Goblin★ prisms
ITEM_NAME_GARDENGEM_230_LC06;NOT USED
ITEM_NAME_GARDENGEM_230_LC07;NOT USED
ITEM_NAME_GARDENGEM_230_LC08;NOT USED
ITEM_NAME_GARDENGEM_230_LC09;NOT USED
ITEM_NAME_GARDENGEM_231;Ultros★ Prism
ITEM_NAME_GARDENGEM_231_LC01;Ultros★ prism
ITEM_NAME_GARDENGEM_231_LC02;NOT USED
ITEM_NAME_GARDENGEM_231_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_231_LC04;an<SPACE>
ITEM_NAME_GARDENGEM_231_LC05;Ultros★ prisms
ITEM_NAME_GARDENGEM_231_LC06;NOT USED
ITEM_NAME_GARDENGEM_231_LC07;NOT USED
ITEM_NAME_GARDENGEM_231_LC08;NOT USED
ITEM_NAME_GARDENGEM_231_LC09;NOT USED
ITEM_NAME_GARDENGEM_232;Undead Princess★ Prism
ITEM_NAME_GARDENGEM_232_LC01;Undead Princess★ prism
ITEM_NAME_GARDENGEM_232_LC02;NOT USED
ITEM_NAME_GARDENGEM_232_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_232_LC04;an<SPACE>
ITEM_NAME_GARDENGEM_232_LC05;Undead Princess★ prisms
ITEM_NAME_GARDENGEM_232_LC06;NOT USED
ITEM_NAME_GARDENGEM_232_LC07;NOT USED
ITEM_NAME_GARDENGEM_232_LC08;NOT USED
ITEM_NAME_GARDENGEM_232_LC09;NOT USED
ITEM_NAME_GARDENGEM_233;Kupicaroon Prism
ITEM_NAME_GARDENGEM_233_LC01;kupicaroon prism
ITEM_NAME_GARDENGEM_233_LC02;NOT USED
ITEM_NAME_GARDENGEM_233_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_233_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_233_LC05;kupicaroon prisms
ITEM_NAME_GARDENGEM_233_LC06;NOT USED
ITEM_NAME_GARDENGEM_233_LC07;NOT USED
ITEM_NAME_GARDENGEM_233_LC08;NOT USED
ITEM_NAME_GARDENGEM_233_LC09;NOT USED
ITEM_NAME_GARDENGEM_234;Topaz Carbuncle Prism
ITEM_NAME_GARDENGEM_234_LC01;topaz carbuncle prism
ITEM_NAME_GARDENGEM_234_LC02;NOT USED
ITEM_NAME_GARDENGEM_234_LC03;the<SPACE>
ITEM_NAME_GARDENGEM_234_LC04;a<SPACE>
ITEM_NAME_GARDENGEM_234_LC05;topaz carbuncle prisms
ITEM_NAME_GARDENGEM_234_LC06;NOT USED
ITEM_NAME_GARDENGEM_234_LC07;NOT USED
