ITEM_NAME_MIRASTONE_001;Fire Mirajewel
ITEM_NAME_MIRASTONE_092;Earth Resistance++ Mirajewel
ITEM_NAME_MIRASTONE_092_LC01;Earth Resistance++ mirajewel
ITEM_NAME_MIRASTONE_092_LC02;NOT USED
ITEM_NAME_MIRASTONE_092_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_092_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_092_LC05;Earth Resistance++ mirajewels
ITEM_NAME_MIRASTONE_092_LC06;NOT USED
ITEM_NAME_MIRASTONE_092_LC07;NOT USED
ITEM_NAME_MIRASTONE_092_LC08;NOT USED
ITEM_NAME_MIRASTONE_092_LC09;NOT USED
ITEM_NAME_MIRASTONE_093;Earth Resistance+++ Mirajewel
ITEM_NAME_MIRASTONE_093_LC01;Earth Resistance+++ mirajewel
ITEM_NAME_MIRASTONE_093_LC02;NOT USED
ITEM_NAME_MIRASTONE_093_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_093_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_093_LC05;Earth Resistance+++ mirajewels
ITEM_NAME_MIRASTONE_093_LC06;NOT USED
ITEM_NAME_MIRASTONE_093_LC07;NOT USED
ITEM_NAME_MIRASTONE_093_LC08;NOT USED
ITEM_NAME_MIRASTONE_093_LC09;NOT USED
ITEM_NAME_MIRASTONE_094;Light Resistance+ Mirajewel
ITEM_NAME_MIRASTONE_094_LC01;Light Resistance+ mirajewel
ITEM_NAME_MIRASTONE_094_LC02;NOT USED
ITEM_NAME_MIRASTONE_094_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_094_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_094_LC05;Light Resistance+ mirajewels
ITEM_NAME_MIRASTONE_094_LC06;NOT USED
ITEM_NAME_MIRASTONE_094_LC07;NOT USED
ITEM_NAME_MIRASTONE_094_LC08;NOT USED
ITEM_NAME_MIRASTONE_094_LC09;NOT USED
ITEM_NAME_MIRASTONE_095;Light Resistance++ Mirajewel
ITEM_NAME_MIRASTONE_095_LC01;Light Resistance++ mirajewel
ITEM_NAME_MIRASTONE_095_LC02;NOT USED
ITEM_NAME_MIRASTONE_095_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_095_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_095_LC05;Light Resistance++ mirajewels
ITEM_NAME_MIRASTONE_095_LC06;NOT USED
ITEM_NAME_MIRASTONE_095_LC07;NOT USED
ITEM_NAME_MIRASTONE_095_LC08;NOT USED
ITEM_NAME_MIRASTONE_095_LC09;NOT USED
ITEM_NAME_MIRASTONE_096;Light Resistance+++ Mirajewel
ITEM_NAME_MIRASTONE_096_LC01;Light Resistance+++ mirajewel
ITEM_NAME_MIRASTONE_096_LC02;NOT USED
ITEM_NAME_MIRASTONE_096_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_096_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_096_LC05;Light Resistance+++ mirajewels
ITEM_NAME_MIRASTONE_096_LC06;NOT USED
ITEM_NAME_MIRASTONE_096_LC07;NOT USED
ITEM_NAME_MIRASTONE_096_LC08;NOT USED
ITEM_NAME_MIRASTONE_096_LC09;NOT USED
ITEM_NAME_MIRASTONE_097;Dark Resistance+ Mirajewel
ITEM_NAME_MIRASTONE_097_LC01;Dark Resistance+ mirajewel
ITEM_NAME_MIRASTONE_097_LC02;NOT USED
ITEM_NAME_MIRASTONE_097_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_097_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_097_LC05;Dark Resistance+ mirajewels
ITEM_NAME_MIRASTONE_097_LC06;NOT USED
ITEM_NAME_MIRASTONE_097_LC07;NOT USED
ITEM_NAME_MIRASTONE_097_LC08;NOT USED
ITEM_NAME_MIRASTONE_097_LC09;NOT USED
ITEM_NAME_MIRASTONE_098;Dark Resistance++ Mirajewel
ITEM_NAME_MIRASTONE_098_LC01;Dark Resistance++ mirajewel
ITEM_NAME_MIRASTONE_098_LC02;NOT USED
ITEM_NAME_MIRASTONE_098_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_098_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_098_LC05;Dark Resistance++ mirajewels
ITEM_NAME_MIRASTONE_098_LC06;NOT USED
ITEM_NAME_MIRASTONE_098_LC07;NOT USED
ITEM_NAME_MIRASTONE_098_LC08;NOT USED
ITEM_NAME_MIRASTONE_098_LC09;NOT USED
ITEM_NAME_MIRASTONE_099;Dark Resistance+++ Mirajewel
ITEM_NAME_MIRASTONE_099_LC01;Dark Resistance+++ mirajewel
ITEM_NAME_MIRASTONE_099_LC02;NOT USED
ITEM_NAME_MIRASTONE_099_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_099_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_099_LC05;Dark Resistance+++ mirajewels
ITEM_NAME_MIRASTONE_099_LC06;NOT USED
ITEM_NAME_MIRASTONE_099_LC07;NOT USED
ITEM_NAME_MIRASTONE_099_LC08;NOT USED
ITEM_NAME_MIRASTONE_099_LC09;NOT USED
ITEM_NAME_MIRASTONE_100;All Resistances+ Mirajewel
ITEM_NAME_MIRASTONE_100_LC01;All Resistances+ mirajewel
ITEM_NAME_MIRASTONE_100_LC02;NOT USED
ITEM_NAME_MIRASTONE_100_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_100_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_100_LC05;All Resistances+ mirajewels
ITEM_NAME_MIRASTONE_100_LC06;NOT USED
ITEM_NAME_MIRASTONE_100_LC07;NOT USED
ITEM_NAME_MIRASTONE_100_LC08;NOT USED
ITEM_NAME_MIRASTONE_100_LC09;NOT USED
ITEM_NAME_MIRASTONE_101;Resist Stun Mirajewel
ITEM_NAME_MIRASTONE_101_LC01;Resist Stun mirajewel
ITEM_NAME_MIRASTONE_101_LC02;NOT USED
ITEM_NAME_MIRASTONE_101_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_101_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_101_LC05;Resist Stun mirajewels
ITEM_NAME_MIRASTONE_101_LC06;NOT USED
ITEM_NAME_MIRASTONE_101_LC07;NOT USED
ITEM_NAME_MIRASTONE_101_LC08;NOT USED
ITEM_NAME_MIRASTONE_101_LC09;NOT USED
ITEM_NAME_MIRASTONE_102;Resist Poison Mirajewel
ITEM_NAME_MIRASTONE_102_LC01;Resist Poison mirajewel
ITEM_NAME_MIRASTONE_102_LC02;NOT USED
ITEM_NAME_MIRASTONE_102_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_102_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_102_LC05;Resist Poison mirajewels
ITEM_NAME_MIRASTONE_102_LC06;NOT USED
ITEM_NAME_MIRASTONE_102_LC07;NOT USED
ITEM_NAME_MIRASTONE_102_LC08;NOT USED
ITEM_NAME_MIRASTONE_102_LC09;NOT USED
ITEM_NAME_MIRASTONE_103;Resist Sleep Mirajewel
ITEM_NAME_MIRASTONE_103_LC01;Resist Sleep mirajewel
ITEM_NAME_MIRASTONE_103_LC02;NOT USED
ITEM_NAME_MIRASTONE_103_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_103_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_103_LC05;Resist Sleep mirajewels
ITEM_NAME_MIRASTONE_103_LC06;NOT USED
ITEM_NAME_MIRASTONE_103_LC07;NOT USED
ITEM_NAME_MIRASTONE_103_LC08;NOT USED
ITEM_NAME_MIRASTONE_103_LC09;NOT USED
ITEM_NAME_MIRASTONE_104;Resist Confusion Mirajewel
ITEM_NAME_MIRASTONE_104_LC01;Resist Confusion mirajewel
ITEM_NAME_MIRASTONE_104_LC02;NOT USED
ITEM_NAME_MIRASTONE_104_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_104_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_104_LC05;Resist Confusion mirajewels
ITEM_NAME_MIRASTONE_104_LC06;NOT USED
ITEM_NAME_MIRASTONE_104_LC07;NOT USED
ITEM_NAME_MIRASTONE_104_LC08;NOT USED
ITEM_NAME_MIRASTONE_104_LC09;NOT USED
ITEM_NAME_MIRASTONE_105;Resist Blindness Mirajewel
ITEM_NAME_MIRASTONE_105_LC01;Resist Blindness mirajewel
ITEM_NAME_MIRASTONE_105_LC02;NOT USED
ITEM_NAME_MIRASTONE_105_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_105_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_105_LC05;Resist Blindness mirajewels
ITEM_NAME_MIRASTONE_105_LC06;NOT USED
ITEM_NAME_MIRASTONE_105_LC07;NOT USED
ITEM_NAME_MIRASTONE_105_LC08;NOT USED
ITEM_NAME_MIRASTONE_105_LC09;NOT USED
ITEM_NAME_MIRASTONE_106;Resist Oblivion Mirajewel
ITEM_NAME_MIRASTONE_106_LC01;Resist Oblivion mirajewel
ITEM_NAME_MIRASTONE_106_LC02;NOT USED
ITEM_NAME_MIRASTONE_106_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_106_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_106_LC05;Resist Oblivion mirajewels
ITEM_NAME_MIRASTONE_106_LC06;NOT USED
ITEM_NAME_MIRASTONE_106_LC07;NOT USED
ITEM_NAME_MIRASTONE_106_LC08;NOT USED
ITEM_NAME_MIRASTONE_106_LC09;NOT USED
ITEM_NAME_MIRASTONE_107;Resist Berserk Mirajewel
ITEM_NAME_MIRASTONE_107_LC01;Resist Berserk mirajewel
ITEM_NAME_MIRASTONE_107_LC02;NOT USED
ITEM_NAME_MIRASTONE_107_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_107_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_107_LC05;Resist Berserk mirajewels
ITEM_NAME_MIRASTONE_107_LC06;NOT USED
ITEM_NAME_MIRASTONE_107_LC07;NOT USED
ITEM_NAME_MIRASTONE_107_LC08;NOT USED
ITEM_NAME_MIRASTONE_107_LC09;NOT USED
ITEM_NAME_MIRASTONE_108;Resist Slow Mirajewel
ITEM_NAME_MIRASTONE_108_LC01;Resist Slow mirajewel
ITEM_NAME_MIRASTONE_108_LC02;NOT USED
ITEM_NAME_MIRASTONE_108_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_108_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_108_LC05;Resist Slow mirajewels
ITEM_NAME_MIRASTONE_108_LC06;NOT USED
ITEM_NAME_MIRASTONE_108_LC07;NOT USED
ITEM_NAME_MIRASTONE_108_LC08;NOT USED
ITEM_NAME_MIRASTONE_108_LC09;NOT USED
ITEM_NAME_MIRASTONE_109;Resist Strength↓ Mirajewel
ITEM_NAME_MIRASTONE_109_LC01;Resist Strength↓ mirajewel
ITEM_NAME_MIRASTONE_109_LC02;NOT USED
ITEM_NAME_MIRASTONE_109_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_109_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_109_LC05;Resist Strength↓ mirajewels
ITEM_NAME_MIRASTONE_109_LC06;NOT USED
ITEM_NAME_MIRASTONE_109_LC07;NOT USED
ITEM_NAME_MIRASTONE_109_LC08;NOT USED
ITEM_NAME_MIRASTONE_109_LC09;NOT USED
ITEM_NAME_MIRASTONE_110;Resist Defense↓ Mirajewel
ITEM_NAME_MIRASTONE_110_LC01;Resist Defense↓ mirajewel
ITEM_NAME_MIRASTONE_110_LC02;NOT USED
ITEM_NAME_MIRASTONE_110_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_110_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_110_LC05;Resist Defense↓ mirajewels
ITEM_NAME_MIRASTONE_110_LC06;NOT USED
ITEM_NAME_MIRASTONE_110_LC07;NOT USED
ITEM_NAME_MIRASTONE_110_LC08;NOT USED
ITEM_NAME_MIRASTONE_110_LC09;NOT USED
ITEM_NAME_MIRASTONE_111;Resist Magic↓ Mirajewel
ITEM_NAME_MIRASTONE_111_LC01;Resist Magic↓ mirajewel
ITEM_NAME_MIRASTONE_111_LC02;NOT USED
ITEM_NAME_MIRASTONE_111_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_111_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_111_LC05;Resist Magic↓ mirajewels
ITEM_NAME_MIRASTONE_111_LC06;NOT USED
ITEM_NAME_MIRASTONE_111_LC07;NOT USED
ITEM_NAME_MIRASTONE_111_LC08;NOT USED
ITEM_NAME_MIRASTONE_111_LC09;NOT USED
ITEM_NAME_MIRASTONE_112;Resist Magic Defense↓ Mirajewel
ITEM_NAME_MIRASTONE_112_LC01;Resist Magic Defense↓ mirajewel
ITEM_NAME_MIRASTONE_112_LC02;NOT USED
ITEM_NAME_MIRASTONE_112_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_112_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_112_LC05;Resist Magic Defense↓ mirajewels
ITEM_NAME_MIRASTONE_112_LC06;NOT USED
ITEM_NAME_MIRASTONE_112_LC07;NOT USED
ITEM_NAME_MIRASTONE_112_LC08;NOT USED
ITEM_NAME_MIRASTONE_112_LC09;NOT USED
ITEM_NAME_MIRASTONE_113;Resist Accuracy↓ Mirajewel
ITEM_NAME_MIRASTONE_113_LC01;Resist Accuracy↓ mirajewel
ITEM_NAME_MIRASTONE_113_LC02;NOT USED
ITEM_NAME_MIRASTONE_113_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_113_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_113_LC05;Resist Accuracy↓ mirajewels
ITEM_NAME_MIRASTONE_113_LC06;NOT USED
ITEM_NAME_MIRASTONE_113_LC07;NOT USED
ITEM_NAME_MIRASTONE_113_LC08;NOT USED
ITEM_NAME_MIRASTONE_113_LC09;NOT USED
ITEM_NAME_MIRASTONE_114;Resist Evasion↓ Mirajewel
ITEM_NAME_MIRASTONE_114_LC01;Resist Evasion↓ mirajewel
ITEM_NAME_MIRASTONE_114_LC02;NOT USED
ITEM_NAME_MIRASTONE_114_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_114_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_114_LC05;Resist Evasion↓ mirajewels
ITEM_NAME_MIRASTONE_114_LC06;NOT USED
ITEM_NAME_MIRASTONE_114_LC07;NOT USED
ITEM_NAME_MIRASTONE_114_LC08;NOT USED
ITEM_NAME_MIRASTONE_114_LC09;NOT USED
ITEM_NAME_MIRASTONE_115;Safety Bit Mirajewel
ITEM_NAME_MIRASTONE_115_LC01;Safety Bit mirajewel
ITEM_NAME_MIRASTONE_115_LC02;NOT USED
ITEM_NAME_MIRASTONE_115_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_115_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_115_LC05;Safety Bit mirajewels
ITEM_NAME_MIRASTONE_115_LC06;NOT USED
ITEM_NAME_MIRASTONE_115_LC07;NOT USED
ITEM_NAME_MIRASTONE_115_LC08;NOT USED
ITEM_NAME_MIRASTONE_115_LC09;NOT USED
ITEM_NAME_MIRASTONE_116;Stealth Mirajewel
ITEM_NAME_MIRASTONE_116_LC01;Stealth mirajewel
ITEM_NAME_MIRASTONE_116_LC02;NOT USED
ITEM_NAME_MIRASTONE_116_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_116_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_116_LC05;Stealth mirajewels
ITEM_NAME_MIRASTONE_116_LC06;NOT USED
ITEM_NAME_MIRASTONE_116_LC07;NOT USED
ITEM_NAME_MIRASTONE_116_LC08;NOT USED
ITEM_NAME_MIRASTONE_116_LC09;NOT USED
ITEM_NAME_MIRASTONE_117;Vigilance Mirajewel
ITEM_NAME_MIRASTONE_117_LC01;Vigilance mirajewel
ITEM_NAME_MIRASTONE_117_LC02;NOT USED
ITEM_NAME_MIRASTONE_117_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_117_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_117_LC05;Vigilance mirajewels
ITEM_NAME_MIRASTONE_117_LC06;NOT USED
ITEM_NAME_MIRASTONE_117_LC07;NOT USED
ITEM_NAME_MIRASTONE_117_LC08;NOT USED
ITEM_NAME_MIRASTONE_117_LC09;NOT USED
ITEM_NAME_MIRASTONE_118;First Strike Mirajewel
ITEM_NAME_MIRASTONE_118_LC01;First Strike mirajewel
ITEM_NAME_MIRASTONE_118_LC02;NOT USED
ITEM_NAME_MIRASTONE_118_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_118_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_118_LC05;First Strike mirajewels
ITEM_NAME_MIRASTONE_118_LC06;NOT USED
ITEM_NAME_MIRASTONE_118_LC07;NOT USED
ITEM_NAME_MIRASTONE_118_LC08;NOT USED
ITEM_NAME_MIRASTONE_118_LC09;NOT USED
ITEM_NAME_MIRASTONE_119;EXP Boost Mirajewel
ITEM_NAME_MIRASTONE_119_LC01;EXP Boost mirajewel
ITEM_NAME_MIRASTONE_119_LC02;NOT USED
ITEM_NAME_MIRASTONE_119_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_119_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_119_LC05;EXP Boost mirajewels
ITEM_NAME_MIRASTONE_119_LC06;NOT USED
ITEM_NAME_MIRASTONE_119_LC07;NOT USED
ITEM_NAME_MIRASTONE_119_LC08;NOT USED
ITEM_NAME_MIRASTONE_119_LC09;NOT USED
ITEM_NAME_MIRASTONE_120;Gilfinder Mirajewel
ITEM_NAME_MIRASTONE_120_LC01;Gilfinder mirajewel
ITEM_NAME_MIRASTONE_120_LC02;NOT USED
ITEM_NAME_MIRASTONE_120_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_120_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_120_LC05;Gilfinder mirajewels
ITEM_NAME_MIRASTONE_120_LC06;NOT USED
ITEM_NAME_MIRASTONE_120_LC07;NOT USED
ITEM_NAME_MIRASTONE_120_LC08;NOT USED
ITEM_NAME_MIRASTONE_120_LC09;NOT USED
ITEM_NAME_MIRASTONE_121;Treasure Hunter Mirajewel
ITEM_NAME_MIRASTONE_121_LC01;Treasure Hunter mirajewel
ITEM_NAME_MIRASTONE_121_LC02;NOT USED
ITEM_NAME_MIRASTONE_121_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_121_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_121_LC05;Treasure Hunter mirajewels
ITEM_NAME_MIRASTONE_121_LC06;NOT USED
ITEM_NAME_MIRASTONE_121_LC07;NOT USED
ITEM_NAME_MIRASTONE_121_LC08;NOT USED
ITEM_NAME_MIRASTONE_121_LC09;NOT USED
ITEM_NAME_MIRASTONE_122;Lure Mirajewel
ITEM_NAME_MIRASTONE_122_LC01;Lure mirajewel
ITEM_NAME_MIRASTONE_122_LC02;NOT USED
ITEM_NAME_MIRASTONE_122_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_122_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_122_LC05;Lure mirajewels
ITEM_NAME_MIRASTONE_122_LC06;NOT USED
ITEM_NAME_MIRASTONE_122_LC07;NOT USED
ITEM_NAME_MIRASTONE_122_LC08;NOT USED
ITEM_NAME_MIRASTONE_122_LC09;NOT USED
ITEM_NAME_MIRASTONE_123;Read Ahead Mirajewel
ITEM_NAME_MIRASTONE_123_LC01;Read Ahead mirajewel
ITEM_NAME_MIRASTONE_123_LC02;NOT USED
ITEM_NAME_MIRASTONE_123_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_123_LC04;a<SPACE>
ITEM_NAME_MIRASTONE_123_LC05;Read Ahead mirajewels
ITEM_NAME_MIRASTONE_123_LC06;NOT USED
ITEM_NAME_MIRASTONE_123_LC07;NOT USED
ITEM_NAME_MIRASTONE_123_LC08;NOT USED
ITEM_NAME_MIRASTONE_123_LC09;NOT USED
ITEM_NAME_MIRASTONE_124;HP Stroll Mirajewel
ITEM_NAME_MIRASTONE_124_LC01;HP Stroll mirajewel
ITEM_NAME_MIRASTONE_124_LC02;NOT USED
ITEM_NAME_MIRASTONE_124_LC03;the<SPACE>
ITEM_NAME_MIRASTONE_124_LC04;an<SPACE>
ITEM_NAME_MIRASTONE_124_LC05;HP Stroll mirajewels
ITEM_NAME_MIRASTONE_124_LC06;NOT USED
ITEM_NAME_MIRASTONE_124_LC07;NOT USED
ITEM_NAME_MIRASTONE_124_LC08;NOT USED
ITEM_NAME_MIRASTONE_124_LC09;NOT USED
ITEM_INFO_LONG_MIRASTONE_001;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_002;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_003;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_004;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_005;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_006;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_007;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_008;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_009;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_010;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_011;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_012;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_013;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_014;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_015;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_016;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_017;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_018;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_019;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_020;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_021;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_022;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_023;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_024;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_025;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_026;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_027;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_028;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_029;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_030;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_031;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_032;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_033;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_034;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_035;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_036;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_037;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_038;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_039;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_040;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_041;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_042;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_043;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_044;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_045;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_046;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_047;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_048;While equipped, allows Lann or Reynn to use this ability.
ITEM_INFO_LONG_MIRASTONE_049;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_050;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_051;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_052;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_053;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_054;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_055;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_056;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_057;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_058;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_059;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_060;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_061;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_062;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_063;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_064;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_065;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_066;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_067;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_068;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_069;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_070;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_071;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_072;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_073;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_074;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_075;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_076;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_077;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_078;While equipped, grants Lann or Reynn the effects of this ability.
ITEM_INFO_LONG_MIRASTONE_079;While equipped, grants Lann or Reynn the effects of this ability.
